Date,checkins,Holidays,1st of Month,15th of Month,JewishHoliday,CNY15Days,CNY7Days,CNY,SuperBowl,Valentines,Holloween,NY,MLK,Pres Day,Easter,Memorial,MotherDay,FatherDay,July 4th,LaborDay,ColumbusDay,VeteransDay,ThxGiving,Xmas,LongWKend,Months,Months-INT,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Days,Sun,Mon,Tue,Wed,Thu,Fri,Year,2010,2011,2012,Casino,SE,Seg 0-3,FIT,WS,Group,FIT ADR
11/17/10,1114,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOV,11,0,0,0,0,0,0,0,0,0,0,1,WED,0,0,0,1,0,0,2010,1,0,0,980,306,227,915,340,937,141.03
11/18/10,1128,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOV,11,0,0,0,0,0,0,0,0,0,0,1,THU,0,0,0,0,1,0,2010,1,0,0,1022,338,295,823,323,1001,144.04
11/19/10,1430,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOV,11,0,0,0,0,0,0,0,0,0,0,1,FRI,0,0,0,0,0,1,2010,1,0,0,1506,706,527,712,310,771,131.99
11/20/10,915,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOV,11,0,0,0,0,0,0,0,0,0,0,1,SAT,0,0,0,0,0,0,2010,1,0,0,1643,810,526,752,274,596,110.64
11/21/10,1377,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOV,11,0,0,0,0,0,0,0,0,0,0,1,SUN,1,0,0,0,0,0,2010,1,0,0,1561,653,420,827,302,359,158.33
11/22/10,1105,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOV,11,0,0,0,0,0,0,0,0,0,0,1,MON,0,1,0,0,0,0,2010,1,0,0,1276,496,180,868,271,311,113.2
11/23/10,637,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOV,11,0,0,0,0,0,0,0,0,0,0,1,TUE,0,0,1,0,0,0,2010,1,0,0,1245,395,242,817,292,282,99.34
11/24/10,1148,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOV,11,0,0,0,0,0,0,0,0,0,0,1,WED,0,0,0,1,0,0,2010,1,0,0,1554,441,379,933,342,286,103.19
11/25/10,1264,ThxGiving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NOV,11,0,0,0,0,0,0,0,0,0,0,1,THU,0,0,0,0,1,0,2010,1,0,0,1770,412,508,1060,339,61,179.47
11/26/10,1183,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NOV,11,0,0,0,0,0,0,0,0,0,0,1,FRI,0,0,0,0,0,1,2010,1,0,0,1969,521,699,954,261,70,157.87
11/27/10,644,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NOV,11,0,0,0,0,0,0,0,0,0,0,1,SAT,0,0,0,0,0,0,2010,1,0,0,1820,508,618,1062,256,101,109.39
11/28/10,732,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NOV,11,0,0,0,0,0,0,0,0,0,0,1,SUN,1,0,0,0,0,0,2010,1,0,0,1308,317,373,636,240,162,130.43
11/29/10,767,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOV,11,0,0,0,0,0,0,0,0,0,0,1,MON,0,1,0,0,0,0,2010,1,0,0,901,228,216,630,222,323,115.85
11/30/10,1099,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOV,11,0,0,0,0,0,0,0,0,0,0,1,TUE,0,0,1,0,0,0,2010,1,0,0,822,214,212,690,187,772,111.74
12/1/10,979,1st-of-month,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,1057,387,383,712,186,900,114.86
12/2/10,1438,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,1822,867,907,519,124,742,131.98
12/3/10,1419,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,2411,1345,1423,251,56,349,124.25
12/4/10,894,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,2352,1303,1503,224,73,309,171.27
12/5/10,1797,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1377,735,796,291,53,1430,194.9
12/6/10,997,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,831,257,429,377,80,1886,252.07
12/7/10,371,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,642,103,234,465,124,1845,232.66
12/8/10,540,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,691,95,252,491,127,1324,210.03
12/9/10,1073,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,959,185,292,689,226,471,167.72
12/10/10,1547,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1580,460,483,1017,279,247,174.59
12/11/10,860,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1638,478,446,1080,270,217,175.45
12/12/10,943,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1325,387,318,874,255,96,138.62
12/13/10,598,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,854,209,200,774,216,71,138.46
12/14/10,771,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,685,183,104,942,168,309,92.91
12/15/10,1017,15th-of-month,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,680,175,100,900,234,595,144.71
12/16/10,1075,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,833,174,186,913,253,618,127.33
12/17/10,1567,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1337,374,293,1043,255,215,162.53
12/18/10,847,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1504,431,309,1075,257,101,112.97
12/19/10,1066,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1273,332,287,971,305,7,166.12
12/20/10,838,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,1073,202,220,974,318,9,147.98
12/21/10,723,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,1069,182,207,994,275,28,95.14
12/22/10,791,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,1151,196,288,990,329,9,175.85
12/23/10,1156,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,1467,223,373,882,316,1,97.21
12/24/10,1207,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1919,182,579,776,281,29,158.27
12/25/10,638,Xmas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,DEC,12,0,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,2070,158,673,770,298,6,170.75
12/26/10,1082,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DEC,12,0,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1992,146,566,750,407,8,155.19
12/27/10,856,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DEC,12,0,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,1785,118,528,829,379,14,154.56
12/28/10,816,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,1686,124,574,879,409,22,178.51
12/29/10,1032,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2011,0,1,0,1755,330,720,822,395,18,164.27
12/30/10,1601,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2011,0,1,0,2073,618,1197,711,259,6,94.93
12/31/10,775,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEC,12,0,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2011,0,1,0,2142,726,1338,770,295,8,127.08
1/1/11,364,1st-of-month,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2011,0,1,0,2009,618,1233,716,273,34,160.61
1/2/11,1338,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2011,0,1,0,1634,389,606,869,227,63,143.77
1/3/11,739,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2011,0,1,0,1138,190,279,876,243,152,145.43
1/4/11,1115,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2011,0,1,0,892,155,172,956,290,546,150.94
1/5/11,1317,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2011,0,1,0,682,83,165,1005,283,1081,217.1
1/6/11,881,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2011,0,1,0,707,45,217,1058,301,1158,322.18
1/7/11,737,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2011,0,1,0,889,188,282,1012,257,1005,315.6
1/8/11,843,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2011,0,1,0,1171,209,333,1065,313,553,105.58
1/9/11,1205,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2011,0,1,0,1181,274,265,820,236,554,140.89
1/10/11,1410,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2011,0,1,0,1066,288,231,572,256,1326,259.43
1/11/11,576,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2011,0,1,0,1037,305,197,589,262,1343,257.46
1/12/11,507,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2011,0,1,0,1074,266,225,455,239,1308,239.37
1/13/11,1204,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2011,0,1,0,1346,344,325,424,263,948,161.72
1/14/11,1963,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2011,0,1,0,2041,756,669,664,266,262,103.74
1/15/11,809,15th-of-month,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2011,0,1,0,2032,811,697,700,231,304,155.19
1/16/11,1136,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2011,0,1,0,1457,470,467,526,180,887,176.26
1/17/11,1902,MLK,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2011,0,1,0,515,76,210,243,122,2242,274.36
1/18/11,430,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2011,0,1,0,423,35,192,312,125,2329,270.92
1/19/11,396,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2011,0,1,0,491,44,204,328,108,2577,267.64
1/20/11,1181,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2011,0,1,0,907,155,255,530,193,950,145.52
1/21/11,1524,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2011,0,1,0,1490,451,539,769,252,589,177.98
1/22/11,782,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2011,0,1,0,1517,475,559,740,252,681,163.97
1/23/11,1262,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2011,0,1,0,1114,397,357,637,290,1211,216.26
1/24/11,800,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2011,0,1,0,733,201,220,677,281,1541,280.39
1/25/11,556,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2011,0,1,0,731,215,170,760,324,1419,234.56
1/26/11,1264,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2011,0,1,0,853,159,169,999,299,918,112.35
1/27/11,1306,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2011,0,1,0,997,189,226,940,294,687,90.07
1/28/11,1492,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2011,0,1,0,1140,363,360,809,246,855,177.85
1/29/11,944,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2011,0,1,0,1116,399,353,615,256,1177,256.24
1/30/11,1373,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2011,0,1,0,1022,297,321,511,279,1381,198.91
1/31/11,1063,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2011,0,1,0,1012,364,331,505,276,1372,187.1
2/1/11,1081,1st-of-month,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2011,0,1,0,1215,579,436,605,289,1044,147.3
2/2/11,907,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2011,0,1,0,1188,560,449,708,335,563,107.89
2/3/11,1322,CNY,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2011,0,1,0,1464,623,603,606,262,355,93.02
2/4/11,1339,CNY,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2011,0,1,0,2109,1072,1145,512,205,254,136.53
2/5/11,741,CNY,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2011,0,1,0,2295,1351,1300,442,167,318,101.16
2/6/11,811,CNY,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2011,0,1,0,2310,1314,1273,309,80,519,135.42
2/7/11,1123,CNY,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2011,0,1,0,1320,618,526,288,63,977,138.7
2/8/11,3123,CNY,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2011,0,1,0,799,325,319,217,75,2228,201.47
2/9/11,562,CNY,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2011,0,1,0,641,185,210,217,77,2325,215.43
2/10/11,1496,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2011,0,1,0,782,139,262,441,210,1750,251.22
2/11/11,1323,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2011,0,1,0,1150,251,352,644,247,943,174.8
2/12/11,940,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2011,0,1,0,1282,245,423,779,269,710,134.63
2/13/11,1595,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2011,0,1,0,1242,201,327,854,286,673,142.72
2/14/11,1039,Valentines,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2011,0,1,0,982,77,216,797,247,1109,130.3
2/15/11,708,15th-of-month,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2011,0,1,0,685,75,185,762,275,1349,252.87
2/16/11,1032,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2011,0,1,0,630,51,192,634,263,1387,182.26
2/17/11,1118,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2011,0,1,0,755,96,295,615,255,1397,200.11
2/18/11,1349,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2011,0,1,0,1295,381,553,785,299,840,199.98
2/19/11,650,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2011,0,1,0,1382,446,689,842,290,652,150.99
2/20/11,1257,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2011,0,1,0,1284,295,513,838,228,772,116.38
2/21/11,2224,Pres-day,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,FEB,2,0,1,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2011,0,1,0,706,82,224,317,90,1972,297.62
2/22/11,675,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2011,0,1,0,645,46,140,227,60,2156,232.64
2/23/11,495,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2011,0,1,0,569,27,121,196,52,2194,230.39
2/24/11,943,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2011,0,1,0,544,36,231,144,116,2438,196.76
2/25/11,1789,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2011,0,1,0,1279,217,382,580,260,832,176.93
2/26/11,920,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2011,0,1,0,1295,239,390,751,284,821,184.51
2/27/11,1446,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2011,0,1,0,902,167,278,722,280,1343,222.02
2/28/11,1067,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2011,0,1,0,555,61,167,611,248,1793,256.31
3/1/11,727,1st-of-month,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2011,0,1,0,533,73,127,668,237,1734,296.01
3/2/11,1058,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2011,0,1,0,723,105,178,605,210,1636,236.21
3/3/11,1346,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2011,0,1,0,987,194,284,652,161,1167,219.95
