Date,checkins,Holidays,1st of Month,15th of Month,JewishHoliday,CNY15Days,CNY7Days,CNY,SuperBowl,Valentines,Holloween,NY,MLK,Pres Day,Easter,Memorial,MotherDay,FatherDay,July 4th,LaborDay,ColumbusDay,VeteransDay,ThxGiving,Xmas,LongWKend,Months,Months-INT,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Days,Sun,Mon,Tue,Wed,Thu,Fri,Year,2010,2011,2012,Casino,SE,Seg 0-3,FIT,WS,Group,FIT ADR
1/1/10,650,1st-of-month,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,2207,804,1570,728,281,11,164.24
1/2/10,1028,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1811,553,1022,869,273,13,162.38
1/3/10,944,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1252,349,487,997,288,48,174.67
1/4/10,1086,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,885,269,279,1078,316,123,160.41
1/5/10,1071,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,721,164,211,1224,263,341,118.56
1/6/10,1498,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,738,166,211,1364,257,719,175.7
1/7/10,977,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,764,112,296,1266,282,808,250.25
1/8/10,899,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1048,270,439,1111,319,677,132.1
1/9/10,801,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1198,287,494,1266,303,409,99.58
1/10/10,1020,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,922,220,326,1301,216,303,170.63
1/11/10,1018,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,879,391,180,1057,132,256,146.41
1/12/10,958,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,896,472,183,1139,173,354,112.78
1/13/10,800,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,904,403,227,1086,172,379,158.57
1/14/10,1151,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,939,267,323,1029,265,386,90.96
1/15/10,1825,15th-of-month,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1521,545,740,974,301,353,94.6
1/16/10,814,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1570,565,815,955,282,445,157.91
1/17/10,1029,LongWknd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1334,427,640,958,237,553,111.15
1/18/10,1457,MLK,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,JAN,1,1,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,762,141,259,710,172,1179,219.73
1/19/10,1080,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,635,73,217,717,137,1472,183.64
1/20/10,634,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,624,115,222,783,171,1465,190.48
1/21/10,853,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,725,106,296,784,154,1175,244.69
1/22/10,1338,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1230,450,664,818,148,656,119.83
1/23/10,1181,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1341,593,731,797,156,757,149.03
1/24/10,1495,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1506,921,538,570,143,1061,192.72
1/25/10,583,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,1200,702,377,527,162,1081,292.43
1/26/10,740,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,1048,551,290,883,177,627,125.96
1/27/10,1000,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,554,102,172,1235,238,394,131.1
1/28/10,1341,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,743,138,288,1445,370,364,169.31
1/29/10,1381,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1159,461,494,1242,369,325,159.49
1/30/10,714,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1204,451,531,1182,348,412,178.92
1/31/10,1392,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAN,1,1,0,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,977,319,390,1052,286,710,127.35
2/1/10,1345,1st-of-month,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,739,142,287,920,273,1102,224.1
2/2/10,912,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,698,161,252,820,273,1438,265.03
2/3/10,976,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,678,176,261,649,245,1648,180.73
2/4/10,1178,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,1124,419,588,557,215,1240,278.31
2/5/10,1594,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1873,862,1076,499,174,643,94.2
2/6/10,729,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,2056,998,1268,429,114,429,174.71
2/7/10,719,CNY,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1998,1037,1226,573,131,339,133.51
2/8/10,1831,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,952,373,384,850,183,1034,96.55
2/9/10,2233,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,572,152,192,858,188,1600,246.72
2/10/10,636,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,566,143,164,856,254,1572,183.71
2/11/10,1148,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,801,159,346,1006,282,916,97.71
2/12/10,1654,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1268,322,645,1092,377,229,139.33
2/13/10,1321,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1478,392,815,1123,338,318,149.08
2/14/10,1255,CNY,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1326,381,690,1078,280,545,153.19
2/15/10,3232,15th-of-month,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,FEB,2,0,1,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,722,229,369,274,165,2105,265.32
2/16/10,520,CNY,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,617,172,332,250,175,2179,246.33
2/17/10,610,CNY,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,575,167,363,268,144,2038,216.93
2/18/10,1420,CNY,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,892,190,363,901,232,476,120.41
2/19/10,1471,CNY,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1372,496,718,1104,271,471,167.1
2/20/10,877,CNY,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1383,544,763,944,330,567,109.59
2/21/10,1165,CNY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1139,450,580,990,289,615,123.23
2/22/10,1143,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,909,317,291,1168,294,758,165.46
2/23/10,701,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,834,270,226,1144,329,873,111.11
2/24/10,1228,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,846,260,233,1038,291,932,111.37
2/25/10,1322,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,969,290,403,993,298,880,132.08
2/26/10,1617,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1400,566,754,756,266,710,140.44
2/27/10,883,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1460,638,771,689,244,847,256.36
2/28/10,1454,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEB,2,0,1,0,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1196,479,580,805,269,891,127.16
3/1/10,898,1st-of-month,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,815,150,265,798,250,1098,234.58
3/2/10,1274,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,758,166,235,770,272,1354,258.61
3/3/10,997,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,709,159,289,1017,267,1087,189.98
3/4/10,980,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,826,157,328,1144,314,858,137.15
3/5/10,1107,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1187,253,566,1167,356,436,140.05
3/6/10,705,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1210,250,555,1235,368,459,119.7
3/7/10,1110,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1063,239,481,1037,327,529,142.56
3/8/10,774,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,837,154,210,1219,311,522,128.33
3/9/10,1008,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,809,111,198,1248,321,784,105.83
3/10/10,1227,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,723,59,222,964,255,1233,255.3
3/11/10,949,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,829,72,383,830,237,1263,232.45
3/12/10,1340,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1357,253,596,956,277,563,150.23
3/13/10,984,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1422,260,627,1091,319,401,104.28
3/14/10,1204,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1356,292,512,1064,336,259,140.43
3/15/10,1371,15th-of-month,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,1140,374,251,951,319,759,143.27
3/16/10,728,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,1067,331,269,784,251,1143,268.18
3/17/10,1195,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,1118,299,395,426,168,1563,205.49
3/18/10,761,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,1128,81,526,406,91,1630,261.17
3/19/10,864,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1566,223,769,503,105,1067,306.59
3/20/10,939,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1627,210,740,729,160,796,215.86
3/21/10,1281,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1114,155,545,661,205,1260,203.17
3/22/10,935,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,769,170,321,674,298,1517,217.2
3/23/10,825,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,702,164,287,623,311,1613,201.26
3/24/10,1537,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,1067,159,356,893,360,831,141.2
3/25/10,1425,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,1392,242,508,888,382,479,126.91
3/26/10,1337,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1723,511,800,794,380,296,98.04
3/27/10,795,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1702,536,785,860,367,182,175.52
3/28/10,1468,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1408,349,543,1154,469,102,150.93
3/29/10,1354,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,1098,224,339,1433,540,99,163.75
3/30/10,930,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,957,193,235,1590,625,134,128.83
3/31/10,958,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,3,0,0,1,0,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,823,145,238,1634,649,157,139.14
4/1/10,1291,1st-of-month,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,819,227,333,1507,674,206,102.64
4/2/10,1054,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,APR,4,0,0,0,1,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1066,421,494,1284,715,203,169.87
4/3/10,603,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,APR,4,0,0,0,1,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1069,435,515,1214,705,273,117.17
4/4/10,953,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,APR,4,0,0,0,1,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,957,322,431,1032,568,269,176.6
4/5/10,1622,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,741,145,217,878,451,1197,189.07
4/6/10,772,Jewish-Holiday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,667,124,211,742,395,1368,276.85
4/7/10,821,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,693,165,211,759,463,1286,220.32
4/8/10,1391,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,885,166,340,821,664,862,153.32
4/9/10,1700,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1215,421,592,960,761,331,121.82
4/10/10,723,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1106,404,590,869,727,521,156.21
4/11/10,1585,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,SUN,1,0,0,0,0,0,2010,1,0,0,1059,307,404,743,555,905,157.79
4/12/10,1051,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,MON,0,1,0,0,0,0,2010,1,0,0,862,244,291,710,471,1170,265.88
4/13/10,1269,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,TUE,0,0,1,0,0,0,2010,1,0,0,699,337,306,362,343,1789,203.11
4/14/10,760,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,WED,0,0,0,1,0,0,2010,1,0,0,794,287,326,456,337,1569,205.16
4/15/10,1156,15th-of-month,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,THU,0,0,0,0,1,0,2010,1,0,0,957,192,441,724,405,935,134.12
4/16/10,1552,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,FRI,0,0,0,0,0,1,2010,1,0,0,1337,300,676,814,377,620,141.41
4/17/10,816,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APR,4,0,0,0,1,0,0,0,0,0,0,0,SAT,0,0,0,0,0,0,2010,1,0,0,1413,417,734,720,388,676,165.87
