Date,ActualCheckins,Predicted-MA,Predicted-Reg
10/21/11 0:00,1983,1136,1389.402842
10/22/11 0:00,1186,1031,772.2811111
10/23/11 0:00,1026,1601,1406.315471
10/24/11 0:00,729,923,1161.446855
10/25/11 0:00,851,716,974.3818951
10/26/11 0:00,1324,1525,987.1613592
10/27/11 0:00,1288,1280,1117.090863
10/28/11 0:00,1195,1525,1428.251133
10/29/11 0:00,561,932,847.384388
10/30/11 0:00,1530,1315,1555.805019
10/31/11 0:00,916,812,901.6309463
11/1/11 0:00,1290,838,960.6522842
11/2/11 0:00,1426,1411,870.2011418
11/3/11 0:00,994,1181,966.9370075
11/4/11 0:00,1501,1475,1391.749483
11/5/11 0:00,979,825,887.0414719
11/6/11 0:00,1264,1378,1398.877889
11/7/11 0:00,1261,765,1087.418143
11/8/11 0:00,752,1016,885.38606
11/9/11 0:00,763,1519,942.192794
11/10/11 0:00,1518,1120,1091.922539
11/11/11 0:00,1080,1560,1462.137632
11/12/11 0:00,543,909,678.2844437
11/13/11 0:00,916,1273,1079.102025
11/14/11 0:00,1930,969,1029.822955
11/15/11 0:00,311,964,977.8880426
11/16/11 0:00,317,1171,867.6507135
11/17/11 0:00,747,1267,924.3992489
11/18/11 0:00,2239,1259,1445.561126
11/19/11 0:00,1164,694,889.038181
11/20/11 0:00,1639,1237,1503.482047
11/21/11 0:00,1168,1369,1228.708841
11/22/11 0:00,655,784,968.1949351
11/23/11 0:00,1297,835,1133.373784
11/24/11 0:00,1219,1086,1299.801835
11/25/11 0:00,1456,1607,1398.670928
11/26/11 0:00,798,895,793.8268033
11/27/11 0:00,1044,1273,1251.440965
11/28/11 0:00,1548,1453,1213.251771
11/29/11 0:00,754,573,1040.147134
11/30/11 0:00,841,792,1081.361795
12/1/11 0:00,1490,1161,1211.528817
12/2/11 0:00,1796,1592,1528.156402
12/3/11 0:00,904,835,920.1994295
12/4/11 0:00,1700,1200,1333.208793
12/5/11 0:00,923,1549,1029.786494
12/6/11 0:00,623,573,784.560674
12/7/11 0:00,663,818,835.577057
12/8/11 0:00,1261,1152,1014.300163
12/9/11 0:00,1286,1830,1427.723939
12/10/11 0:00,708,955,838.1065616
12/11/11 0:00,1308,1461,1376.773284
12/12/11 0:00,865,1213,1083.532062
12/13/11 0:00,759,677,885.3049191
12/14/11 0:00,1072,934,904.6738817
12/15/11 0:00,1142,1323,1226.548
12/16/11 0:00,2044,1513,1568.828397
12/17/11 0:00,1146,803,1018.045715
12/18/11 0:00,1471,1351,1544.528259
12/19/11 0:00,1157,1112,1114.030408
12/20/11 0:00,744,712,918.4940257
12/21/11 0:00,863,859,940.9291395
12/22/11 0:00,806,1298,987.4239245
12/23/11 0:00,1409,1709,1395.480777
12/24/11 0:00,849,919,753.1930609
12/25/11 0:00,956,1493,1142.938456
12/26/11 0:00,1531,982,1203.95045
12/27/11 0:00,1271,709,1149.151216
12/28/11 0:00,1130,866,1219.377364
12/29/11 0:00,1542,1070,1253.008122
12/30/11 0:00,1633,1580,1672.60562
12/31/11 0:00,414,901,889.4889155
1/1/12 0:00,1077,1245,1038.292927
1/2/12 0:00,1677,1184,1226.060379
1/3/12 0:00,1102,925,1191.967992
1/4/12 0:00,948,1022,1190.341793
1/5/12 0:00,1099,1163,1253.902648
1/6/12 0:00,1520,1695,1732.663594
1/7/12 0:00,1265,803,1201.087186
1/8/12 0:00,1392,1168,1580.362712
1/9/12 0:00,1278,1455,1178.630309
1/10/12 0:00,1049,1039,1015.221197
1/11/12 0:00,950,980,1100.739044
1/12/12 0:00,1667,1149,1206.482816
1/13/12 0:00,1652,1521,1586.192083
1/14/12 0:00,1368,843,949.026452
1/15/12 0:00,1797,1142,1749.092366
1/16/12 0:00,1491,1495,2251.05569
1/17/12 0:00,1011,1141,1147.349095
1/18/12 0:00,1598,1009,1161.004736
1/19/12 0:00,1039,1436,1260.600523
1/20/12 0:00,1811,1602,1689.46674
1/21/12 0:00,1038,1016,1116.463482
1/22/12 0:00,1424,1422,1529.176837
1/23/12 0:00,1666,1482,1276.539747
1/24/12 0:00,876,1054,1184.725325
1/25/12 0:00,836,1165,1244.198577
1/26/12 0:00,1669,1268,1425.115528
1/27/12 0:00,1710,1661,1872.801937
1/28/12 0:00,1062,1224,1250.196839
1/29/12 0:00,1755,1538,1721.177852
1/30/12 0:00,898,1478,1270.763206
1/31/12 0:00,1064,979,1062.158878
2/1/12 0:00,1027,1128,1157.619473
2/2/12 0:00,1669,1458,1399.380451
2/3/12 0:00,2001,1724,1672.546576
2/4/12 0:00,820,1156,1114.087772
2/5/12 0:00,600,1659,932.7898366
2/6/12 0:00,1441,1352,1294.25527
2/7/12 0:00,1638,984,1199.768776
2/8/12 0:00,1027,1154,1301.285126
2/9/12 0:00,1456,1459,1365.246774
2/10/12 0:00,1574,1841,1694.388248
2/11/12 0:00,1020,973,1103.200749
2/12/12 0:00,1863,1260,1774.46039
2/13/12 0:00,1233,1335,1429.943595
2/14/12 0:00,772,1193,764.0857206
2/15/12 0:00,1149,963,1332.636508
2/16/12 0:00,1250,1598,1261.146517
2/17/12 0:00,1449,1762,1661.881975
2/18/12 0:00,1104,967,946.7737386
2/19/12 0:00,1433,1406,1404.309473
2/20/12 0:00,2942,1191,2423.732838
2/21/12 0:00,687,1158,989.3243794
2/22/12 0:00,1504,1068,1173.602993
2/23/12 0:00,1339,1458,1329.795664
2/24/12 0:00,1610,1675,1692.305237
2/25/12 0:00,2371,981,1029.05105
2/26/12 0:00,1564,1299,1485.565424
2/27/12 0:00,746,1872,1198.647209
2/28/12 0:00,437,1032,1025.306326
2/29/12 0:00,1322,1227,1016.645097
3/1/12 0:00,1637,1348,1290.23465
3/2/12 0:00,1151,1544,1589.723606
3/3/12 0:00,588,1498,1003.776658
3/4/12 0:00,1335,1620,1510.960362
3/5/12 0:00,1299,1640,1297.844444
3/6/12 0:00,1026,632,1075.410003
3/7/12 0:00,1018,1325,1124.89071
3/8/12 0:00,1024,1409,1181.564814
3/9/12 0:00,1605,1403,1618.164247
3/10/12 0:00,1268,1354,1144.416725
3/11/12 0:00,1513,1444,1668.209258
3/12/12 0:00,1482,1662,1383.49554
3/13/12 0:00,1276,717,1208.669048
3/14/12 0:00,1449,1281,1204.792411
3/15/12 0:00,1322,1333,1507.924738
3/16/12 0:00,1289,1455,1679.854596
3/17/12 0:00,931,1409,1014.176561
3/18/12 0:00,1406,1471,1530.616583
3/19/12 0:00,766,1176,1130.679199
3/20/12 0:00,1026,913,882.989777
3/21/12 0:00,1812,1263,1027.625421
3/22/12 0:00,1434,1328,1162.626058
3/23/12 0:00,1563,1348,1613.387502
3/24/12 0:00,1082,929,1062.140452
3/25/12 0:00,1665,1418,1617.348629
3/26/12 0:00,1223,1182,1306.162505
3/27/12 0:00,862,1109,1099.916061
3/28/12 0:00,958,1426,1179.316536
3/29/12 0:00,1596,1260,1309.083425
3/30/12 0:00,1617,1486,1777.539274
3/31/12 0:00,848,1094,1170.697659
4/1/12 0:00,1853,1528,1846.870948
4/2/12 0:00,1749,1157,1402.233714
4/3/12 0:00,981,1055,1183.878353
4/4/12 0:00,1074,1406,1198.624794
4/5/12 0:00,1590,1451,1343.20949
4/6/12 0:00,1716,1490,1789.207085
4/7/12 0:00,871,954,1041.721847
4/8/12 0:00,1238,1641,1373.030759
4/9/12 0:00,1218,1246,1164.520594
4/10/12 0:00,1615,956,1104.511083
4/11/12 0:00,564,1281,1186.703869
4/12/12 0:00,1506,1540,1368.705445
4/13/12 0:00,1780,1632,1798.485622
4/14/12 0:00,1027,934,1184.346359
4/15/12 0:00,1749,1585,1556.337543
4/16/12 0:00,1161,1397,1231.819772
4/17/12 0:00,843,1153,1118.733715
4/18/12 0:00,1668,865,1264.941142
4/19/12 0:00,1878,1564,1436.744591
4/20/12 0:00,1867,1704,1774.35992
4/21/12 0:00,1034,915,1252.579908
4/22/12 0:00,1499,1613,1569.71201
4/23/12 0:00,1404,1376,1124.708894
4/24/12 0:00,626,1146,987.4415309
4/25/12 0:00,735,1102,1084.373243
4/26/12 0:00,1201,1658,1261.607436
4/27/12 0:00,2548,1788,1767.531945
4/28/12 0:00,1494,977,1007.466411
4/29/12 0:00,1417,1495,1558.76462
4/30/12 0:00,910,1261,1291.395577
5/1/12 0:00,1036,1028,1109.497719
5/2/12 0:00,1704,989,1064.682485
5/3/12 0:00,1442,1528,1224.436802
5/4/12 0:00,1213,2065,1447.374199
5/5/12 0:00,1052,1185,918.0563769
5/6/12 0:00,2024,1555,1405.026491
5/7/12 0:00,562,1158,1160.699122
5/8/12 0:00,624,835,1032.170317
5/9/12 0:00,1748,1369,1201.915124
5/10/12 0:00,1750,1507,1421.163256
5/11/12 0:00,1444,1876,1752.872063
5/12/12 0:00,1088,1193,1161.787084
5/13/12 0:00,1639,1647,1580.516569
5/14/12 0:00,1523,959,1323.77688
5/15/12 0:00,1102,762,1153.020182
5/16/12 0:00,1232,1396,1219.034445
5/17/12 0:00,1395,1464,1352.330307
5/18/12 0:00,1480,1735,1699.991319
5/19/12 0:00,1276,1211,973.4022935
5/20/12 0:00,1399,1693,1486.642379
5/21/12 0:00,869,998,1219.110303
5/22/12 0:00,920,921,1132.44961
5/23/12 0:00,1502,1561,1192.87224
5/24/12 0:00,1568,1529,1290.262913
5/25/12 0:00,1887,1379,1677.989464
5/26/12 0:00,970,1139,963.0688381
5/27/12 0:00,1272,1687,1507.443369
5/28/12 0:00,1734,985,1497.125722
5/29/12 0:00,1184,882,1099.289387
5/30/12 0:00,918,1494,1129.159689
5/31/12 0:00,1355,1571,1261.03097
6/1/12 0:00,1716,1604,1617.969277
6/2/12 0:00,722,1111,1012.069489
6/3/12 0:00,1518,1437,1548.18622
6/4/12 0:00,1260,1375,1188.353712
6/5/12 0:00,1792,1069,1011.707016
6/6/12 0:00,795,1217,1077.726035
6/7/12 0:00,1884,1439,1278.22329
6/8/12 0:00,2049,1694,1718.237504
6/9/12 0:00,582,989,1104.548148
6/10/12 0:00,1701,1396,1648.132257
6/11/12 0:00,1540,1288,1354.883961
6/12/12 0:00,1491,1299,1047.955512
6/13/12 0:00,868,1072,1072.950293
6/14/12 0:00,1165,1602,1222.389612
6/15/12 0:00,1765,1884,1671.402606
6/16/12 0:00,835,758,1101.2793
6/17/12 0:00,1413,1497,1570.470757
6/18/12 0:00,1447,1511,1433.618209
6/19/12 0:00,1302,1489,1243.359223
6/20/12 0:00,1323,860,1212.628576
6/21/12 0:00,1551,1468,1183.187945
6/22/12 0:00,1508,1843,1611.946655
6/23/12 0:00,821,713,1037.225396
6/24/12 0:00,1993,1544,1559.998971
6/25/12 0:00,1317,1416,1303.107336
6/26/12 0:00,1243,1528,1125.985421
6/27/12 0:00,923,995,1141.488641
6/28/12 0:00,1397,1533,1245.787362
6/29/12 0:00,1463,1774,1624.640362
6/30/12 0:00,828,746,1044.949266
7/1/12 0:00,1934,1702,1712.80469
7/2/12 0:00,1186,1435,1364.099603
7/3/12 0:00,1337,1345,1167.524239
7/4/12 0:00,1258,1038,967.3664777
7/5/12 0:00,1815,1371,1295.078224
7/6/12 0:00,1246,1579,1564.344628
7/7/12 0:00,736,828,942.5178332
7/8/12 0:00,1458,1780,1468.768734
7/9/12 0:00,1168,1317,1183.243282
7/10/12 0:00,605,1294,1036.854659
7/11/12 0:00,762,1168,1092.968107
7/12/12 0:00,1223,1588,1292.476222
7/13/12 0:00,1560,1406,1651.917896
7/14/12 0:00,1186,795,1018.980981
7/15/12 0:00,1372,1795,1514.187439
7/16/12 0:00,1083,1224,1234.59368
7/17/12 0:00,730,1062,1040.481673
7/18/12 0:00,997,981,1152.229381
7/19/12 0:00,1640,1478,1275.216918
7/20/12 0:00,2034,1423,1661.74913
7/21/12 0:00,632,917,1102.658121
7/22/12 0:00,1340,1588,1605.829672
7/23/12 0:00,965,1146,1174.133348
7/24/12 0:00,1706,891,938.4971572
7/25/12 0:00,554,1006,1013.989184
7/26/12 0:00,1012,1559,1191.803226
7/27/12 0:00,1674,1613,1594.105412
7/28/12 0:00,692,851,983.9184418
7/29/12 0:00,1683,1390,1589.313195
7/30/12 0:00,2401,1072,1180.505189
7/31/12 0:00,779,1014,989.7968436
8/1/12 0:00,958,771,1188.164352
8/2/12 0:00,1360,1292,1261.355764
8/3/12 0:00,1710,1756,1762.184166
8/4/12 0:00,955,837,1216.040972
8/5/12 0:00,1489,1465,1737.382334
8/6/12 0:00,1291,1483,1422.325625
8/7/12 0:00,1366,1072,1226.934551
8/8/12 0:00,1537,836,1188.301804
8/9/12 0:00,1423,1337,1289.703432
8/10/12 0:00,1553,1806,1611.898717
8/11/12 0:00,1255,760,922.420246
8/12/12 0:00,1372,1504,1512.680578
8/13/12 0:00,1525,1552,1235.86029
8/14/12 0:00,845,1284,1122.848329
8/15/12 0:00,1095,1016,1118.266228
8/16/12 0:00,1708,1265,1174.132046
8/17/12 0:00,1929,1646,1534.471413
8/18/12 0:00,815,967,875.1264948
8/19/12 0:00,1109,1515,1603.269819
8/20/12 0:00,1130,1739,1267.096557
8/21/12 0:00,1385,997,1202.406974
8/22/12 0:00,1351,1197,1216.466173
8/23/12 0:00,1714,1497,1408.812372
8/24/12 0:00,1585,1731,1749.434172
8/25/12 0:00,1005,1008,1152.398521
8/26/12 0:00,2085,1323,1584.126022
8/27/12 0:00,1222,1315,1243.545334
8/28/12 0:00,860,1199,1020.845333
8/29/12 0:00,950,1328,1014.497098
8/30/12 0:00,1337,1615,1225.343364
8/31/12 0:00,1755,1689,1707.742518
9/1/12 0:00,864,1025,1050.577767
9/2/12 0:00,1164,1522,1531.503945
9/3/12 0:00,1206,1292,1205.925443
9/4/12 0:00,1643,1030,1154.90254
9/5/12 0:00,1152,1132,1178.172643
9/6/12 0:00,1329,1586,1295.611145
9/7/12 0:00,1707,1756,1652.905438
9/8/12 0:00,1058,895,1010.954576
9/9/12 0:00,1360,1453,1516.819329
9/10/12 0:00,1164,1186,1226.773519
9/11/12 0:00,992,1296,1116.008048
9/12/12 0:00,1478,1151,1187.251815
9/13/12 0:00,1336,1460,1223.566392
9/14/12 0:00,1482,1682,1644.56588
9/15/12 0:00,621,976,1081.424815
9/16/12 0:00,1408,1536,1564.234058
9/17/12 0:00,1405,1197,1290.720607
9/18/12 0:00,1143,1165,1139.606913
9/19/12 0:00,897,1193,1213.654068
9/20/12 0:00,1001,1334,1287.315115
9/21/12 0:00,1538,1648,1569.688005
9/22/12 0:00,1347,848,886.633949
9/23/12 0:00,1432,1311,1377.129183
9/24/12 0:00,821,1258,1203.428492
9/25/12 0:00,563,1259,1045.41526
9/26/12 0:00,1419,1176,1171.905374
9/27/12 0:00,1692,1222,1366.872024
9/28/12 0:00,1592,1576,1741.009603
9/29/12 0:00,1138,1009,997.9121937
9/30/12 0:00,1393,1400,1513.09151
10/1/12 0:00,931,1130,1323.876464
10/2/12 0:00,827,899,1125.162525
10/3/12 0:00,1363,1265,1225.973021
10/4/12 0:00,1219,1343,1372.150705
10/5/12 0:00,1877,1537,1773.423332
10/6/12 0:00,1087,1035,994.4169786
10/7/12 0:00,1592,1411,1388.963519
10/8/12 0:00,1053,1052,1193.725774
10/9/12 0:00,1138,844,1116.240609
10/10/12 0:00,1156,1226,1226.169556
10/11/12 0:00,1216,1304,1342.172153
10/12/12 0:00,1646,1669,1743.413987
10/13/12 0:00,1028,1191,1194.341888
10/14/12 0:00,1573,1472,1622.189091
10/15/12 0:00,1138,935,1305.489422
10/16/12 0:00,1032,843,1097.089805
10/17/12 0:00,1316,1313,1143.803754
10/18/12 0:00,2170,1376,1251.007573
10/19/12 0:00,1763,1705,1568.021738
10/20/12 0:00,1092,1084,1034.8923
10/21/12 0:00,1564,1519,1663.098983
10/22/12 0:00,1042,1041,1383.517404
10/23/12 0:00,1505,999,1115.331384
10/24/12 0:00,1173,1278,1141.570309
10/25/12 0:00,1039,1535,1266.76549
10/26/12 0:00,1833,1762,1674.461018
10/27/12 0:00,889,1069,1125.13138
10/28/12 0:00,1728,1576,1566.126102
10/29/12 0:00,991,1078,1263.46689
10/30/12 0:00,766,1225,1104.644491
10/31/12 0:00,850,1215,724.2215011
11/1/12 0:00,1450,1475,1242.485488
11/2/12 0:00,1571,1747,1666.857378
11/3/12 0:00,897,1003,1141.774743
11/4/12 0:00,1401,1622,1573.875719
11/5/12 0:00,1002,1057,1152.208563
11/6/12 0:00,1119,1101,1014.873655
11/7/12 0:00,1340,1113,1065.58679
11/8/12 0:00,1009,1553,1209.025066
11/9/12 0:00,1486,1722,1408.549257
11/10/12 0:00,1218,959,907.6904658
11/11/12 0:00,1813,1564,1571.166677
11/12/12 0:00,1335,1012,1232.555032
11/13/12 0:00,840,1130,1083.238205
11/14/12 0:00,1137,1121,1091.6014
11/15/12 0:00,1522,1166,1157.599864
11/16/12 0:00,1390,1630,1602.957639
11/17/12 0:00,776,1001,999.533002
11/18/12 0:00,1448,1647,1532.803698
11/19/12 0:00,817,1109,1142.240517
11/20/12 0:00,993,908,947.9372415
11/21/12 0:00,1311,1109,1110.153326
11/22/12 0:00,1418,1327,1360.661299
11/23/12 0:00,1538,1482,1567.910241
11/24/12 0:00,857,964,882.7500236
11/25/12 0:00,1170,1554,1261.945605
11/26/12 0:00,1607,1051,1278.262129
11/27/12 0:00,661,984,1119.321552
11/28/12 0:00,675,1263,1200.10158
11/29/12 0:00,1490,1316,1311.518819
11/30/12 0:00,1732,1471,1750.003151
12/1/12 0:00,1040,950,1151.055845
12/2/12 0:00,1425,1477,1617.862
12/3/12 0:00,1107,1253,1222.639992
12/4/12 0:00,1086,831,1031.298206
12/5/12 0:00,877,1041,979.5387678
12/6/12 0:00,1599,1477,1237.199843
12/7/12 0:00,1740,1553,1656.070766
12/8/12 0:00,1024,891,1059.576598
12/9/12 0:00,1080,1348,1339.455795
12/10/12 0:00,956,1177,901.9467311
12/11/12 0:00,945,913,798.6775771
12/12/12 0:00,1150,954,972.7927911
12/13/12 0:00,1154,1502,1166.882419
12/14/12 0:00,1879,1670,1690.352866
12/15/12 0:00,895,974,1146.843859
12/16/12 0:00,847,1225,1390.865541
12/17/12 0:00,741,1223,892.4431109
12/18/12 0:00,723,897,653.7913394
12/19/12 0:00,633,901,650.7358854
12/20/12 0:00,828,1414,819.4440618
12/21/12 0:00,1794,1784,1458.495175
12/22/12 0:00,1261,986,846.4680391
12/23/12 0:00,1608,1117,1521.305447
12/24/12 0:00,1146,935,1261.493937
12/25/12 0:00,770,918,828.973001
12/26/12 0:00,1802,887,1207.037248
12/27/12 0:00,917,1194,1320.207514
12/28/12 0:00,1432,1804,1603.782429
12/29/12 0:00,1503,1060,905.4573178
12/30/12 0:00,1680,1178,1478.598357
12/31/12 0:00,373,948,1205.360565
1/1/13 0:00,1148,813,1044.816149
1/2/13 0:00,1666,1195,1043.612883
1/3/13 0:00,1386,966,1165.894913
1/4/13 0:00,1664,1702,1541.92818
1/5/13 0:00,1052,1220,950.079079
1/6/13 0:00,1014,1378,1272.87489
1/7/13 0:00,1084,753,1075.43161
1/8/13 0:00,468,880,737.7961574
1/9/13 0:00,135,1367,720.4434215
1/10/13 0:00,903,1044,891.5369965
1/11/13 0:00,1460,1630,1330.965727
1/12/13 0:00,1264,1272,759.6793503
1/13/13 0:00,1726,1434,1318.222979
1/14/13 0:00,987,868,1013.645508
1/15/13 0:00,1407,795,1004.706151
1/16/13 0:00,1044,1201,1013.911359
1/17/13 0:00,551,1069,1100.70764
1/18/13 0:00,1824,1519,1427.546239
1/19/13 0:00,1039,1273,773.5983801
1/20/13 0:00,1268,1473,1159.901799
1/21/13 0:00,2983,815,1851.634895
1/22/13 0:00,779,1008,801.1546239
1/23/13 0:00,872,948,829.3837606
1/24/13 0:00,1101,947,941.8384582
1/25/13 0:00,1638,1649,1461.232536
1/26/13 0:00,796,1118,874.8065189
1/27/13 0:00,1740,1336,1418.80804
1/28/13 0:00,997,1685,958.8866694
1/29/13 0:00,2008,885,840.882046
1/30/13 0:00,628,684,885.7976279
1/31/13 0:00,505,852,840.5454473
2/1/13 0:00,2069,1641,1628.362775
2/2/13 0:00,1031,1033,972.8337677
2/3/13 0:00,1199,1578,649.5236237
2/4/13 0:00,1081,1656,1076.526851
2/5/13 0:00,607,1398,911.2589823
2/6/13 0:00,493,848,975.5757418
2/7/13 0:00,297,719,1144.930293
2/8/13 0:00,1343,1844,1554.551017
2/9/13 0:00,1020,955,1037.631696
2/10/13 0:00,835,1402,1420.466602
2/11/13 0:00,3298,1687,1151.300456
2/12/13 0:00,228,1131,945.5378927
2/13/13 0:00,253,664,987.5630694
2/14/13 0:00,242,634,673.4879126
2/15/13 0:00,2482,1683,1814.775982
2/16/13 0:00,1008,949,937.8760692
2/17/13 0:00,1456,1258,1318.815808
2/18/13 0:00,1469,1792,2469.631553
2/19/13 0:00,796,948,1002.516249
2/20/13 0:00,1053,458,1074.44852
2/21/13 0:00,467,348,1128.100922
2/22/13 0:00,1515,1965,1568.638085
2/23/13 0:00,1000,1020,999.4574936
2/24/13 0:00,1781,1163,1412.555414
2/25/13 0:00,1239,1949,1034.341261
2/26/13 0:00,564,544,830.3907459
2/27/13 0:00,674,600,853.5092158
2/28/13 0:00,592,335,914.7112142
3/1/13 0:00,1695,1780,1491.996645
3/2/13 0:00,1311,1009,899.4836589
3/3/13 0:00,1571,1357,1376.046748
3/4/13 0:00,1160,2002,1093.346286
3/5/13 0:00,1167,529,875.6783515
3/6/13 0:00,955,660,1026.042256
3/7/13 0:00,322,434,1081.629133
3/8/13 0:00,1476,1897,1354.293037
3/9/13 0:00,1238,1106,774.7257398
3/10/13 0:00,1750,1603,1342.161557
3/11/13 0:00,965,1289,1016.270006
3/12/13 0:00,1020,842,876.493066
3/13/13 0:00,1419,894,1003.184977
3/14/13 0:00,665,460,1128.315393
3/15/13 0:00,2028,1562,1694.754636
3/16/13 0:00,1041,1183,917.8712617
3/17/13 0:00,1698,1701,1322.527272
3/18/13 0:00,1200,1121,1110.157325
3/19/13 0:00,666,917,912.8222276
3/20/13 0:00,804,1016,1044.197715
3/21/13 0:00,184,526,1142.042837
3/22/13 0:00,1078,1733,1435.266157
3/23/13 0:00,954,1197,968.4150571
3/24/13 0:00,2036,1673,1564.149065
3/25/13 0:00,1403,1108,1166.021215
3/26/13 0:00,1512,951,970.2033265
3/27/13 0:00,983,1059,1001.518859
3/28/13 0:00,510,390,1146.560646
3/29/13 0:00,2046,1527,1431.191454
3/30/13 0:00,950,1078,827.436452
3/31/13 0:00,1345,1828,1115.703472
4/1/13 0:00,1225,1189,1267.318987
4/2/13 0:00,1018,1066,1075.776986
4/3/13 0:00,1103,1069,1136.386241
4/4/13 0:00,434,453,1159.462396
4/5/13 0:00,1384,1717,1492.908986
4/6/13 0:00,1026,982,878.1924518
4/7/13 0:00,2077,1693,1300.43486
4/8/13 0:00,938,1276,1033.756431
4/9/13 0:00,678,1065,894.7815512
4/10/13 0:00,1750,963,1124.865154
4/11/13 0:00,613,376,1267.634409
4/12/13 0:00,1578,1503,1657.888846
4/13/13 0:00,1100,977,1064.434993
4/14/13 0:00,1475,1819,1242.122363
4/15/13 0:00,1220,1189,1050.915386
4/16/13 0:00,511,1069,716.790105
4/17/13 0:00,343,1279,775.5054958
4/18/13 0:00,366,519,845.5416919
4/19/13 0:00,2528,1669,1652.193649
4/20/13 0:00,1081,1025,1110.842963
4/21/13 0:00,2077,1632,1542.657241
4/22/13 0:00,1126,1128,1147.449124
4/23/13 0:00,1044,736,914.280123
4/24/13 0:00,1004,1065,915.3477703
4/25/13 0:00,367,471,1013.24978
4/26/13 0:00,1021,1830,1409.752883
4/27/13 0:00,1078,1069,877.110058
4/28/13 0:00,1740,1876,1564.178827
4/29/13 0:00,1334,1095,1161.140442
4/30/13 0:00,840,744,917.6365671
5/1/13 0:00,609,1032,966.7924843
5/2/13 0:00,431,449,1048.623605
5/3/13 0:00,1787,1709,1455.629765
5/4/13 0:00,1187,1086,787.2374257
5/5/13 0:00,1524,1764,1329.226739
5/6/13 0:00,943,1227,1068.8395
5/7/13 0:00,990,798,876.6706038
5/8/13 0:00,1379,652,983.7904578
5/9/13 0:00,552,388,1077.420104
5/10/13 0:00,1671,1779,1506.483537
5/11/13 0:00,1484,1115,1032.669282
5/12/13 0:00,1215,1780,1339.651149
5/13/13 0:00,1463,1134,1090.795429
5/14/13 0:00,977,958,988.5237501
5/15/13 0:00,1054,997,1261.307613
5/16/13 0:00,494,450,1156.103177
5/17/13 0:00,1563,1493,1517.420849
5/18/13 0:00,1307,1250,777.9417711
5/19/13 0:00,1863,1493,1237.138297
5/20/13 0:00,766,1247,1060.207955
5/21/13 0:00,1013,936,892.010607
5/22/13 0:00,922,1014,771.9778289
5/23/13 0:00,488,492,952.1968135
5/24/13 0:00,1936,1674,1577.035457
5/25/13 0:00,804,1326,846.4269512
5/26/13 0:00,1125,1534,1384.900443
5/27/13 0:00,1480,1057,1384.120872
5/28/13 0:00,851,993,962.1219161
5/29/13 0:00,805,1118,1030.326064
5/30/13 0:00,403,511,1210.186006
5/31/13 0:00,1449,1723,1543.481017
6/1/13 0:00,663,1198,970.6565946
6/2/13 0:00,1763,1401,1377.671253
6/3/13 0:00,723,1236,1045.719301
6/4/13 0:00,368,947,876.2910799
6/5/13 0:00,377,927,858.3082828
6/6/13 0:00,98,462,1026.343496
6/7/13 0:00,1987,1649,1521.597734
6/8/13 0:00,1048,925,886.7861203
6/9/13 0:00,1338,1584,1362.067692
6/10/13 0:00,1011,990,1046.275189
6/11/13 0:00,1041,744,891.0978983
6/12/13 0:00,670,701,987.2387254
6/13/13 0:00,545,330,1158.750386
6/14/13 0:00,1698,1791,1560.865058
6/15/13 0:00,809,838,1122.972261
6/16/13 0:00,1570,1409,1417.660884
6/17/13 0:00,1428,1071,1118.625325
6/18/13 0:00,1124,753,919.6204707
6/19/13 0:00,750,617,893.5922299
6/20/13 0:00,405,349,1046.61422
6/21/13 0:00,1843,1711,1390.444293
6/22/13 0:00,818,840,798.4658196
6/23/13 0:00,1748,1557,1466.43077
6/24/13 0:00,1398,1054,1160.543587
6/25/13 0:00,1041,844,923.0615802
6/26/13 0:00,770,599,980.8090004
6/27/13 0:00,437,349,1116.55301
6/28/13 0:00,1496,1843,1519.591067
6/29/13 0:00,1121,892,954.1827561
6/30/13 0:00,1502,1552,1361.89327
7/1/13 0:00,1162,1279,1103.207888
7/2/13 0:00,835,1069,864.0177711
7/3/13 0:00,998,730,1005.649315
7/4/13 0:00,466,462,910.3702947
7/5/13 0:00,1196,1679,1517.989685
7/6/13 0:00,960,916,882.1607556
7/7/13 0:00,1476,1607,1339.996545
7/8/13 0:00,626,1329,814.7480484
7/9/13 0:00,1642,1000,743.3907508
7/10/13 0:00,185,839,737.8118261
7/11/13 0:00,252,436,897.6707765
7/12/13 0:00,1851,1512,1458.682817
7/13/13 0:00,1436,966,1016.630953
7/14/13 0:00,1651,1575,1491.410179
7/15/13 0:00,1305,1062,1208.243802
7/16/13 0:00,1183,1173,750.0008917
7/17/13 0:00,788,651,807.793254
7/18/13 0:00,459,385,973.6523046
7/19/13 0:00,1935,1514,1495.959568
7/20/13 0:00,1213,1172,915.1701288
7/21/13 0:00,1476,1543,1457.835955
7/22/13 0:00,1250,1031,1156.658812
7/23/13 0:00,1019,1220,987.5756152
7/24/13 0:00,919,657,1083.360007
7/25/13 0:00,507,392,1190.827025
7/26/13 0:00,1587,1661,1490.880571
7/27/13 0:00,713,1203,924.8416289
7/28/13 0:00,1388,1534,1461.000162
7/29/13 0:00,708,1060,925.5266861
7/30/13 0:00,1589,1281,760.5510593
7/31/13 0:00,300,631,824.5660803
8/1/13 0:00,393,406,1114.18018
8/2/13 0:00,1917,1791,
8/3/13 0:00,1067,1121,
8/4/13 0:00,1598,1505,
